partner,score
Galio,1.0845931651313137
Camille,1.0285471426850414
Urgot,1.0242451982938054
Kled,1.013682555148123
Warwick,1.0092496588511606
Pantheon,1.008955251020844
Vladimir,1.0075245027086037
Poppy,1.0049929809903329
Darius,1.0048038299930826
Zaahen,0.9911518789979274
Jax,0.9887026318477795
Renekton,0.9835218879877877
Gragas,0.9743185425611559
Gangplank,0.9724894035307675
Akali,0.9612971665735781
Aatrox,0.9570356929051225
Malphite,0.955530803937883
Sylas,0.9514907102541865
Wukong,0.9473488385169181
Ryze,0.9427049357087329
Illaoi,0.9422438125225212
Yasuo,0.9368254172399963
Cassiopeia,0.9339858971218759
Heimerdinger,0.9307763674915824
Garen,0.9262405979699819
ChoGath,0.9255505073515038
Olaf,0.9250444100490737
Zac,0.921797560922497
Gnar,0.921372853190369
Shen,0.912125854066716
Swain,0.9100734522366174
Maokai,0.909458049061689
Sett,0.90600212804924
TahmKench,0.8999088541412068
Kennen,0.8959082728920846
Ornn,0.8946278625922177
Trundle,0.8945451685125727
KSante,0.8892491512155778
Nasus,0.8819247982025344
Rumble,0.8814281935583596
Singed,0.879174847465446
Tryndamere,0.8790503529523755
Sion,0.8693009205278717
Volibear,0.8689699320180088
Udyr,0.868313592718093
Jayce,0.8646158820494412
Riven,0.8624687044750589
Teemo,0.8575116691155107
Mordekaiser,0.8550266787195079
Ambessa,0.8503393033698106
DrMundo,0.829863279208472
Irelia,0.8256110741065926
Viktor,0.8093288314095298
Karma,0.8085505823558948
Gwen,0.8013494831971275
Fiora,0.7990112179414711
Yone,0.7956936256257051
Quinn,0.793863654261299
Aurora,0.7868407481171134
Yorick,0.7863133697285452
Varus,0.7733708604942174
Rengar,0.7702726925878883
Vayne,0.7572101048310641
Kayle,0.7275873889994324
