partner,score
Kayle,1.041901099949418
Illaoi,1.0367252054973664
Warwick,1.0323460634726978
Smolder,1.026393033360565
Garen,1.020158452581918
Gwen,1.0123821202504304
Fiora,1.0119039123628524
Zaahen,1.0105561130186196
Camille,1.003421848049584
Ambessa,1.0009906400906579
Yone,0.9944828135147394
Mordekaiser,0.9889690265943348
Vayne,0.9870552206425245
Gnar,0.9855652062765311
Renekton,0.9832367674349238
Varus,0.9801727564283468
Wukong,0.9796305349581671
Yasuo,0.9765301111298562
Ryze,0.9756513074183157
Aurora,0.9750979288852184
Riven,0.9711888064366853
Sylas,0.9709394524047466
Shen,0.9693660372504603
Aatrox,0.9587859501393403
Darius,0.9538872768065366
Poppy,0.9537622724629848
Sett,0.9511404062054907
Singed,0.9496425165962271
Olaf,0.9478329548888217
Gangplank,0.9413833727439211
Viktor,0.9336146404660454
Irelia,0.933056290083972
Galio,0.9319118104501278
Swain,0.9278623081940651
Udyr,0.9270826399405585
Rengar,0.9224111280905596
Tryndamere,0.9223343977170013
Trundle,0.9174790438218191
ChoGath,0.9140836796759664
Volibear,0.9118495912198015
KSante,0.9037074395591935
DrMundo,0.9031745972568934
Yorick,0.8984052008640642
Rumble,0.8981885317448477
Urgot,0.8923578804061528
Akali,0.8842181025999042
Nasus,0.8718926932101311
Kennen,0.8717232182919946
Jax,0.8701251447938847
Zac,0.8668646142532206
Ornn,0.859215409081878
Kled,0.8581056691226324
Teemo,0.8566251756519448
Pantheon,0.848874076235543
Maokai,0.8480903994568081
Quinn,0.8327114956461744
Karma,0.8287744500380876
Vladimir,0.8249380057873525
Heimerdinger,0.8148535446955545
Cassiopeia,0.8062969248779907
Malphite,0.7998309831783508
Jayce,0.7853766732761456
TahmKench,0.7733709007833991
Sion,0.7725377652254589
